answers,link,questions
1|| (X-ray diffraction pattern of) DNA. ||2|| Tess of the d’Urbervilles. ||3|| Sparkling wine bottles (wire cage). ||4|| Indian Premier League cricket. ||5|| Helen Keller. ||6|| Kendrick Lamar. ||7|| Stamen. ||8|| Mersenne prime. ||9|| Fool: fool dessert; fool’s mate; fool’s gold. ||10|| Cynic philosophers. ||11|| Nicknames of South American teams at 2018 World Cup: Uruguay; Argentina; Brazil; Peru; Colombia. ||12|| Abodes of the gods: Hinduism; Norse myth; Greek myth. ||13|| Played on screen by Gary Oldman. ||14|| Types of staircase. ||15|| Concluding novels of literary trilogies.,https://www.theguardian.com/lifeandstyle/2018/jun/02/quiz-sid-vicious-joe-orton-churchill-rapper-winder-thomas-eaton,"1|| Photograph 51 in 1952 was an image of what?||2|| Which fictional title character had a son called Sorrow?||3|| A muselet is usually found on the top of what items?||4|| Which sports league was founded by Lalit Modi?||5|| Anne Sullivan was whose teacher and lifelong companion?||6|| In 2018, who became the first rapper to win a Pulitzer prize?||7|| What part of a flower has a filament and an anther?||8|| The Gimps project is a search for what type of number?||What links:||9|| Stewed fruit dish; quickest victory in chess; iron pyrite?||10|| Antisthenes; Diogenes of Sinope; Crates of Thebes; Menedemus?||11|| La Celeste; La Albiceleste; Canarinho; Los Incas; Los Cafeteros?||12|| Mount Meru; Asgard; Mount Olympus?||13|| Sid Vicious; Joe Orton; Lee Harvey Oswald; Beethoven; Churchill?||14|| Straight; winder; open; flying; newel; helical; spiral?||15|| Pat Barker’s The Ghost Road; Rachel Cusk’s Kudos; Olivia Manning’s Friends And Heroes; Suzanne Collins’ Mockingjay?"
What links:||9|| Volutus; asperitas; murus; homogenitus; flumen (and seven others)?||10|| TW6 2GW; RH6 0PJ; M90 1QX; CM24 1RW?||11 ||Landrace; Lop; Berkshire; Tamworth; Oxford Sandy and Black?||12 ||Peter Beardsley; Peter Reid; Terry Butcher (twice); Terry Fenwick?||13|| St Paul’s Cathedral; Custom House; Royal Exchange; Newgate Prison; Christ’s Hospital?||14|| Batmania; New Albion; Edenglassie; Palmerston; Stuart?||15|| Henry II; Eleanor of Aquitaine; Richard I; Henry III (heart)?,https://www.theguardian.com/lifeandstyle/2018/jun/09/whose-album-titles-add-up-to-65-weekend-quiz,"1 ||Which currency has a limit of 21 million units?||2 ||Which of the Brontës is not buried in Haworth?||3|| Who was named “principalle Paynter in Ordinary to their Majesties” in 1632?||4|| What were tested at the Rainhill trials?||5|| The guanaco and vicuña are the wild cousins of which woolly animals?||6 ||Whose album titles add up to 65?||7|| In French education, what is the ENS?||8 ||What food branding was inspired by Judges 14:14?"
1|| Public flush toilets. ||2|| Mary Beard. ||3|| Professional wrestling. ||4|| Fantasia. ||5|| Continental drift. ||6|| Kvass. ||7|| Captain Corelli’s Mandolin. ||8|| First piloted supersonic flight. ||9|| Ruling families of the United Arab Emirates. ||10|| Films about drummers. ||11|| Largest artificial lakes in Africa. ||12|| Football teams nicknamed The Robins. ||13|| Lewis Chessmen. ||14|| Moonlight. ||15|| First women to climb world’s three highest peaks: Everest; K2; Kanchenjunga.,https://www.theguardian.com/lifeandstyle/2018/may/12/quiz-beethoven-piano-sonata-barry-jenkins-oscar-winner-pinter-play,1|| What invention famously cost a penny at the 1851 Great Exhibition?||2|| Who writes the blog A Don’s Life?||3|| In what activity is the pretence of reality known as “kayfabe”?||4|| Deems Taylor was the MC in which film?||5|| Which initially-mocked theory was proposed in 1912 by Alfred Wegener?||6|| Which Russian drink is made from fermented bread?||7|| What was Antonia in the title of a bestselling 90s novel?||8|| What feat was achieved in 1947 in a Bell X-1?||What links:||9|| Al Nahyan; Al Maktoum; Al Qasimi; Al Nuaimi; Al Mualla; Al Sharqi?||10|| Whiplash; The Gene Krupa Story; Beware Of Mr Baker?||11|| Kariba; Volta; Nasser; Cahora Bassa?||12|| Swindon Town; Cheltenham Town; Bristol City?||13|| Eight kings; eight queens; 16 bishops; 15 knights; 12 rooks; 19 pawns?||14|| Beethoven’s piano sonata No 14; Barry Jenkins’ Oscar winner; a 1993 Pinter play?||15|| Junko Tabei; Wanda Rutkiewicz; Ginette Harrison?
1|| Shot Ronald Reagan. ||2|| Knights Templar. ||3|| Happy Birthday. ||4|| Nuclear reactor. ||5|| Manx shearwater. ||6|| Ophelia’s. ||7|| Italy. ||8|| Actors. ||9|| Birthplaces (confirmed or probable): Catherine of Aragon; Anne Boleyn; Jane Seymour; Anne of Cleves; Catherine Howard; Catherine Parr. ||10|| Families on Gogglebox. ||11|| Nicknamed the Magnificent. || ||12|| Dutch Caribbean Islands. || ||13|| Fictional Greys: Meredith G (Grey’s Anatomy); Christian G (Fifty Shades Of); Agnes G novel. ||14|| Classics for fillies. ||15|| Symbols on North and South Korean flags.,https://www.theguardian.com/lifeandstyle/2018/feb/17/quiz-european-country-most-unesco-world-heritage-sites-heretical-crusades,"1|| What did John Hinckley Jr do in an attempt to impress Jodie Foster? ||2|| Which crusading order was suppressed for heresy in 1312? ||3|| Which popular song was originally Good Morning To All? ||4|| Assembled in 1942, Chicago Pile-1 was the first what? ||5|| Which seabird is named after the Isle of Man? ||6|| Yorick’s skull is unearthed when whose grave is being dug? ||7|| Which European country has the most Unesco world heritage sites? ||8|| Who are trained using Stanislavski’s method? ||What links: ||9|| Alcalá de Henares; Blickling Hall; Wolfhall; Düsseldorf; Lambeth; Blackfriars? ||10|| Woerdenweber; Tapper; Michael; Malone; Siddiqui? ||11|| Edmund I; Lorenzo de’ Medici; Suleiman I? ||12|| Aruba; Curaçao; Sint Maarten; Bonaire; Sint Eustatius; Saba? ||13|| Seattle doctor; Seattle S&M enthusiast; Anne Brontë governess? ||14|| Poule d’Essai des Pouliches; Prix de Diane; Oaks; 1,000 Guineas? ||15|| Red star (North); red and blue taegeuk with four black trigrams (South)?"
1|| Beowulf. ||2|| Newborns. ||3|| RSPB. ||4|| Snowdon. ||5|| Heidelberg. ||6|| Helots. ||7|| British Empire. ||8|| Alfred Adler. ||9|| Pasta name origins: orecchiette; farfalle; fusilli; linguine; orzo; spaghetti; penne. ||10|| Regular season games for teams in major US leagues. ||11|| Fictional Emmas: Jane Austen; Flaubert; Marvel comics; The Avengers. ||12|| Shrinking bodies of water: Africa; Central Asia; Bolivia; Iran. ||13|| WW2 operation codenames: Dunkirk; North Africa invasion; Dieppe raid; Sicily invasion; Netherlands/Germany. ||14|| Churches founded in their honour. ||15|| Types of porpoise.,https://www.theguardian.com/lifeandstyle/2018/jan/20/quiz-diego-maradona-john-coltrane-charity-lake-chad,"1|| Which epic poem is about a hero of the Geats?||2|| Who would exhibit the Moro reflex?||3|| Which charity was founded by Emily Williamson as the Plumage League?||4|| Which mountain is known locally as Yr Wyddfa?||5|| Where is the Ruperto Carola University?||6|| Who were the state-owned serfs of ancient Sparta?||7|| What, according to JR Seeley, was acquired “in a fit of absence of mind”?||8|| Which pioneering Austrian psychiatrist died in Aberdeen in 1937?||What links:||9|| Ears; butterfly; spindle; tongue; barley; twine; quill?||10|| American football (16); basketball (82); ice hockey (82); baseball (162)?||11|| Woodhouse; Bovary; Frost; Peel?||12|| Lake Chad; Aral Sea; Lake Poopó; Lake Urmia?||13|| Dynamo; Torch; Jubilee; Husky; Market Garden?||14|| Diego Maradona in Rosario and John Coltrane in San Francisco?||15|| Dall’s; Harbour; Vaquita; Burmeister’s; Spectacled; Finless?"
"1|| Kazuo Ishiguro. ||2|| Rome. ||3|| Grace Darling. ||4|| Chester’s Deva Stadium. ||5|| A whip. ||6|| Red letters. ||7|| Pakistan (Pakstan, originally). ||8|| Frank Lloyd Wright. ||9|| US gameshows, made in UK as: Play Your Cards Right; Blankety Blank; Family Fortunes; Celebrity Squares. ||10|| RHS gardens. ||11|| Pheasants. ||12|| Played George Smiley on radio, TV and film. ||13|| Types of cells in blood and immune system. ||14|| Volga river. ||15|| Bird surnames: (Taylor) Swift; (Jean) Rook; (Clarice) Starling; (Clare) Teal; (Bella) Swan.",https://www.theguardian.com/lifeandstyle/2018/jan/27/quiz-nobel-prize-winner-grouse-beater-balmoral-saints-days-card-sharks,"1|| Which Nobel prize-winning author was once a grouse beater at Balmoral?||2|| EUR is a fascist suburb in which city?||3|| Who famously rescued survivors from the shipwrecked Forfarshire?||4|| Which football ground straddles the Anglo-Welsh border?||5|| Notorious in imperial Russia, what was the knout?||6|| How were saints’ days traditionally marked on calendars?||7|| Which country’s name was proposed by Rahmat Ali in 1933?||8|| Price Tower in Oklahoma is whose only skyscraper?||What links:||9|| Card Sharks; Match Game; Family Feud; Hollywood Squares?||10|| Wisley, Surrey; Hyde Hall, Essex; Harlow Carr, Yorkshire; Rosemoor, Devon?||11|| Common; golden; blood; Lady Amherst’s; great argus; kalij?||12|| Rupert Davies; Alec Guinness; Gary Oldman; Simon Russell Beale?||13|| Mast; dendritic; natural killer; helper T; B?||14|| Valdai Hills and the Caspian Sea?||15|| Shake It Off; First Lady of Fleet Street; Jodie Foster; Yorkshire jazz singer; Kristen Stewart?"
"1 ||The House At Pooh Corner. ||2|| Arctic fox. ||3|| Strictly Come Dancing. ||4|| British Museum (Great Court). ||5|| The Joy Of Sex. ||6|| UFC/MMA. ||7|| Charlemagne. ||8|| Three of the four main islands of Japan (Honshu, Shikoku, and Kyushu). ||9|| Fates in mythologies: Greek; Roman; Norse. ||10|| Went from sport into politics. ||11|| Groups that split into rival versions. ||12|| Parts of a feather. ||13|| Largest ship registers, by tonnage. ||14|| Musical Bachs: JS and sons. ||15|| Played male roles: King Lear; Richard II; Hamlet; Henry IV; Wee Jimmy Krankie.",https://www.theguardian.com/lifeandstyle/2018/feb/05/quiz-iceland-native-land-mammal-seto-inland-sea-beach-boys,"1|| Dorothy Parker “fwowed up” in a New Yorker review of which children’s book?||2|| What is Iceland’s only native land mammal?||3|| Kaplinsky and Cole were the debut winners of which contest?||4|| Where in London is the largest covered public square in Europe?||5|| Which guide featured drawings of Charles and Edeltraud Raymond?||6|| Which combat sport takes place in an octagon?||7|| Einhard’s Vita Karoli Magni was a biography of whom?||8|| The Seto Inland Sea separates what?||What links:||9|| Moirai; Parcae; Norns?||10|| George Weah; Imran Khan; Romário; Seb Coe; Vitali Klitschko?||11|| Beach Boys; Yes; UB40; Bucks Fizz; En Vogue?||12|| Calamus; vane; rachis; barbs?||13|| Panama, 1st; Liberia, 2nd; Marshall Islands, 3rd; Hong Kong, 4th?||14|| JS; WF; CPE; JCF; JC?||15|| Glenda Jackson; Fiona Shaw; Maxine Peake; Harriet Walter; Janette Tough?"
1|| Copenhagen (Wellington’s horse). ||2|| Broads (Strumpshaw Hill). ||3|| Sappho. ||4|| Wreck of the Titanic. ||5|| Feet/shoe size. ||6|| BP. ||7|| Republic of Texas. ||8|| Olympic Games. ||9|| Asian board/table games. ||10|| TV series finale songs: The Sopranos; The Wire; Breaking Bad; Mad Men. ||11|| Types of EU food and drink protection. ||12|| Smallest in mammal orders: primate; cetacean; rodent; marsupial. ||13|| K: catalogued as K1; K2; (Bluebird) K7; K9. ||14|| Macdonald (so-called homicidal) triad of behaviours said to be predictive of future violence. ||15|| Islands of the Azores.,https://www.theguardian.com/lifeandstyle/2018/feb/10/quiz-ode-to-aphrodite-waterloo-veteran-doctor-who-dog,"1 ||Which Waterloo veteran died in 1836 at the age of 28? ||2|| Which national park’s highest point is at 38m? ||3|| Whose only complete surviving poem is her Ode To Aphrodite? ||4|| What was located in 1985 at 41°43’57” N, 49°56’49” W? ||5|| Mondopoint is a system for measuring what? ||6|| What began as the Anglo-Persian Oil Company? ||7|| Anson Jones was fourth and last president of which republic? ||8|| The Hellanodikai were judges at what ancient event? ||What links:|| ||9|| Pachisi; Carrom; Xiangqi; Shogi; Go? ||10|| Don’t Stop Believin’; Way Down In The Hole; Baby Blue; I’d Like To Buy The World A Coke? ||11|| PDO; PGI; TSG? ||12|| Berthe’s mouse lemur; vaquita; pygmy jerboa; long-tailed planigale?||13|| Mozart’s debut composition; Mount Godwin Austen; Donald Campbell’s hydroplane; Dr Who dog? ||14|| Cruelty to animals; arson; chronic bedwetting? ||15|| São Miguel; Santa Maria; Terceira; São Jorge; Pico; Flores?"
9|| Gerry and the Pacemakers; Tubeway Army; Band Aid; Oasis; Tony Christie?||10|| Genevieve; Christine; The Love Bug; Chitty Chitty Bang Bang?||11|| Hostile; friendly; reverse; backflip?||12|| Marlborough; Robin Goodfellow; Templegate; Newsboy; The Scout?||13|| Aardvark; laager; meerkat; rondavel; trek; veld?||14|| Cauldron Snout; High Force; Low Force; Bleabeck Force?||15|| Vatican City; Malaysia; Cambodia (heads of state)?,https://www.theguardian.com/lifeandstyle/2018/apr/28/mud-mosque-djenne-tubeway-army-southern-elephants,"1|| Whose 1843 Note G is claimed to be the first computer program?||2|| The southern elephant is the largest species of what mammal?||3|| Which gland is located in the middle of the brain?||4|| Whose third husband was Henry VIII?||5|| The mud-rendered mosque of Djenné is in which country?||6|| One in five Koreans have what family name?||7|| What has an ‘e’ in Cambridge, but not in Oxford?||8|| Which diminutive character was originally called Tommelise in Danish?"
"1|| Balfour Declaration.||2|| Constantinople.||3|| Odysseus.||4|| Mumsnet. ||5|| West Bengal. ||6|| Battle Hymn Of The Republic. ||7|| Atomic clock. ||8|| CIA. ||9|| Sylvia Plath poems. ||10|| Bismarck: islands in B Archipelago; capital B; B battleship. ||11|| Smallest SI metric prefixes. ||12|| Hearts in #1 hits: Elvis; Blondie; Fergal Sharkey; Jason Donovan; Bonnie Tyler. ||13|| Le Carré title characters: Spy Who Came In From The Cold; Honourable Schoolboy; Tailor of Panama; Night Manager. ||14|| Piano pedals.||15|| Feature in modern political myths: Michael Foot, never worn; David Mellor, never worn; Mandelson, never mistaken for guacamole; Cameron, never hugged.",https://www.theguardian.com/lifeandstyle/2018/jan/13/quiz-city-vikings-miklagard-caesium-fountain-donkey-jacket,"1|| What was contained in letter of 2 November 1917 to Lord Rothschild?||2|| What city was known to the Vikings as Miklagard?||3|| Who fooled Polyphemus by saying his name was Nobody?||4|| “By parents for parents” is the tagline of which website?||5|| Which state of India has a compass point in its name?||6|| What did Julia Ward Howe write to the tune of John Brown’s Body?||7|| Caesium fountain is a type of what measuring device?||8|| Whose HQ is the George Bush Center for Intelligence?||What links:||9|| Ariel; Daddy; Lady Lazarus; Tulips; The Colossus; Morning Song?||10|| New Britain and New Ireland; North Dakota; sunk in May 1941?||11|| Pico; Femto; Atto; Zepto; Yocto?||12|| Wooden; Glass; Good; Broken; Eclipsed?||13|| Alec Leamas; Jerry Westerby; Harry Pendel; Jonathan Pine?||14|| Soft; sostenuto; the sustain, or damper?||15|| Donkey jacket; Chelsea kit; mushy peas; hoodie?"
1|| Marie Antoinette. ||2|| West–Eastern Divan Orchestra. ||3|| Philately. ||4|| Han Chinese. ||5|| Trigger’s broom. ||6|| Death Valley. ||7|| Comet.||8|| The Slits. ||9|| Skateboarding tricks. ||10|| Werewolves: Buffy; Twilight; Harry Potter; Being Human; Teen Wolf. ||11|| Major bowls in US college football. ||12|| Place names in George Orwell books. ||13|| Curves in economics. ||14|| Known as Silent: William the S; S Cal; S Bob. ||15|| Works by Louise Bourgeois.,https://www.theguardian.com/lifeandstyle/2018/jan/06/quiz-ari-up-palmolive-punk-band-widow-capet-catalonia-thomas-eaton,"1|| At her trial in 1793, who was the Widow Capet?||2|| Which orchestra was founded by Edward Said and Daniel Barenboim?||3|| What hobby’s name literally means “love of tax exemption”?||4|| What is the world’s largest ethnic group?||5|| How was the ship of Theseus paradox used in Only Fools And Horses?||6|| Coffin Peak and Funeral Peak are found in what US national park?||7|| What type of body is a Kreutz sungrazer?||8|| Ari Up and Palmolive were members of what punk band?||What links:||9|| Ollie; Indy grab; Bertlemann slide; 360 Pop shove-it?||10|| Oz; Jacob Black; Remus Lupin; George Sands; Scott Howard?||11|| Rose; Sugar; Orange; Cotton; Fiesta; Peach?||12|| London; Paris; Wigan; Catalonia?||13|| Laffer; Philips; Kuznets; Lorenz; Rahn?||14|| William I, Prince of Orange; President Coolidge; Jay’s screen partner?||15|| Maman; Cell (Eyes and Mirrors); Janus Fleuri; The Destruction of the Father?"
